date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:23:35	366/366	---M--	200	added ('OK')	image/png	etag:%2254499a48-16e%22	http://code.jquery.com/mobile/1.0/images/ajax-loader.png	C:/My%20Web%20Sites/mobiletaco/code.jquery.com/mobile/1.0/images/ajax-loader.png	(from http://code.jquery.com/mobile/1.0/jquery.mobile-1.0.min.css)
18:25:00	2649/2649	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Feb%202020%2012:40:01%20GMT	http://mobile.tacoboy.com.au/themes/images/icons-18-white.png	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/themes/images/icons-18-white.png	(from http://mobile.tacoboy.com.au/themes/tacoboy.min.css)
18:25:01	2589/2589	---MC-	200	added ('OK')	image/png	date:Mon,%2017%20Feb%202020%2012:40:01%20GMT	http://mobile.tacoboy.com.au/themes/images/icons-18-black.png	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/themes/images/icons-18-black.png	(from http://mobile.tacoboy.com.au/themes/tacoboy.min.css)
18:25:02	5539/5539	---MC-	200	added ('OK')	image/png	date:Mon,%2017%20Feb%202020%2012:40:02%20GMT	http://mobile.tacoboy.com.au/themes/images/icons-36-white.png	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/themes/images/icons-36-white.png	(from http://mobile.tacoboy.com.au/themes/tacoboy.min.css)
18:25:03	158/158	---M-Z	200	added ('OK')	image/png	date:Mon,%2017%20Feb%202020%2012:36:17%20GMT	http://mobile.tacoboy.com.au/themes/images/ajax-loader.gif	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/themes/images/ajax-loader.png	(from http://mobile.tacoboy.com.au/themes/tacoboy.min.css)
18:25:03	5217/5217	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Feb%202020%2012:40:03%20GMT	http://mobile.tacoboy.com.au/themes/images/icons-36-black.png	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/themes/images/icons-36-black.png	(from http://mobile.tacoboy.com.au/themes/tacoboy.min.css)
18:25:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Feb%202020%2012:40:05%20GMT	http://mobile.tacoboy.com.au/font/hvd_comic_serif_pro-webfont.eot?	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/font/hvd_comic_serif_pro-webfontd41d.eot	(from http://mobile.tacoboy.com.au/themes/tacoboy.min.css)
18:25:08	34895/34895	---MC-	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2017%20Feb%202020%2012:40:04%20GMT	http://mobile.tacoboy.com.au/font/hvd_comic_serif_pro-webfont.eot	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/font/hvd_comic_serif_pro-webfont.eot	(from http://mobile.tacoboy.com.au/themes/tacoboy.min.css)
18:25:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Feb%202020%2012:40:09%20GMT	http://mobile.tacoboy.com.au/css/font/hvd_comic_serif_pro-webfont.eot	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/css/font/hvd_comic_serif_pro-webfont.35.delayed	(from http://mobile.tacoboy.com.au/css/style.css)
18:25:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Feb%202020%2012:40:10%20GMT	http://mobile.tacoboy.com.au/css/font/hvd_comic_serif_pro-webfont.eot?	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/css/font/hvd_comic_serif_pro-webfontd41d.eot	(from http://mobile.tacoboy.com.au/css/style.css)
18:25:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Feb%202020%2012:40:11%20GMT	http://mobile.tacoboy.com.au/css/font/hvd_comic_serif_pro-webfont.woff	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/css/font/hvd_comic_serif_pro-webfont.woff	(from http://mobile.tacoboy.com.au/css/style.css)
18:25:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Feb%202020%2012:40:11%20GMT	http://mobile.tacoboy.com.au/css/font/hvd_comic_serif_pro-webfont.ttf	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/css/font/hvd_comic_serif_pro-webfont.ttf	(from http://mobile.tacoboy.com.au/css/style.css)
18:25:11	39140/39140	---MC-	200	added ('OK')	application/x-font-woff	date:Mon,%2017%20Feb%202020%2012:40:04%20GMT	http://mobile.tacoboy.com.au/font/hvd_comic_serif_pro-webfont.woff	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/font/hvd_comic_serif_pro-webfont.woff	(from http://mobile.tacoboy.com.au/themes/tacoboy.min.css)
18:25:11	109847/109847	---MC-	200	added ('OK')	image/svg+xml	date:Mon,%2017%20Feb%202020%2012:40:06%20GMT	http://mobile.tacoboy.com.au/font/hvd_comic_serif_pro-webfont.svg	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/font/hvd_comic_serif_pro-webfont.svg	(from http://mobile.tacoboy.com.au/themes/tacoboy.min.css)
18:25:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Feb%202020%2012:40:12%20GMT	http://mobile.tacoboy.com.au/css/font/hvd_comic_serif_pro-webfont.svg	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/css/font/hvd_comic_serif_pro-webfont.svg	(from http://mobile.tacoboy.com.au/css/style.css)
18:25:12	158/158	---MC-	200	added ('OK')	image/png	date:Mon,%2017%20Feb%202020%2012:40:12%20GMT	http://mobile.tacoboy.com.au/css/loader.gif	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/css/loader.png	(from http://mobile.tacoboy.com.au/css/photoswipe.css)
18:25:13	158/158	---MC-	200	added ('OK')	image/png	date:Mon,%2017%20Feb%202020%2012:40:13%20GMT	http://mobile.tacoboy.com.au/css/error.gif	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/css/error.png	(from http://mobile.tacoboy.com.au/css/photoswipe.css)
18:25:13	65512/65512	---MC-	200	added ('OK')	application/x-font-ttf	date:Mon,%2017%20Feb%202020%2012:40:05%20GMT	http://mobile.tacoboy.com.au/font/hvd_comic_serif_pro-webfont.ttf	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/font/hvd_comic_serif_pro-webfont.ttf	(from http://mobile.tacoboy.com.au/themes/tacoboy.min.css)
18:25:13	2956/2956	---MC-	200	added ('OK')	image/png	date:Mon,%2017%20Feb%202020%2012:40:14%20GMT	http://mobile.tacoboy.com.au/images/icons.png	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/images/icons.png	(from http://mobile.tacoboy.com.au/css/photoswipe.css)
18:25:14	158/158	---MC-	200	added ('OK')	image/png	date:Mon,%2017%20Feb%202020%2012:40:14%20GMT	http://mobile.tacoboy.com.au/images/icons@2x.png	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/images/icons@2x.png	(from http://mobile.tacoboy.com.au/css/photoswipe.css)
18:25:14	1347/1347	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Mar%202019%2012:07:29%20GMT	http://mobile.tacoboy.com.au/images/arrows.png	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/images/arrows.png	(from http://mobile.tacoboy.com.au/css/slider.css)
18:25:15	15748/15748	UR-MC-	200	added ('OK')	image/png	date:Mon,%2017%20Feb%202020%2012:40:15%20GMT	http://mobile.tacoboy.com.au/images/salsa.png	C:/My%20Web%20Sites/mobiletaco/mobile.tacoboy.com.au/images/salsa.png	(from http://mobile.tacoboy.com.au/)
